TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"8261799","Sorcery Contested Realm","Arthurian Legends","Shatter Strike (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"8261800","Sorcery Contested Realm","Arthurian Legends","Shatter Strike (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"8261801","Sorcery Contested Realm","Arthurian Legends","Shatter Strike (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"8261802","Sorcery Contested Realm","Arthurian Legends","Shellycoat","","","Ordinary","Near Mint","0.08","","1.3300","0.0200","","0","",""
"8261803","Sorcery Contested Realm","Arthurian Legends","Shellycoat","","","Ordinary","Lightly Played","","","1.4500","0.1400","","0","",""
"8261804","Sorcery Contested Realm","Arthurian Legends","Shellycoat","","","Ordinary","Moderately Played","","","","","","0","",""
"8261805","Sorcery Contested Realm","Arthurian Legends","Shellycoat","","","Ordinary","Heavily Played","","","","","","0","",""
"8261806","Sorcery Contested Realm","Arthurian Legends","Shellycoat","","","Ordinary","Damaged","","","","","","0","",""
"8261807","Sorcery Contested Realm","Arthurian Legends","Shellycoat (Foil)","","","Ordinary","Near Mint Foil","1.06","","2.2800","0.9700","","0","",""
"8261808","Sorcery Contested Realm","Arthurian Legends","Shellycoat (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"8261809","Sorcery Contested Realm","Arthurian Legends","Shellycoat (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"8261810","Sorcery Contested Realm","Arthurian Legends","Shellycoat (Foil)","","","Ordinary","Heavily Played Foil","0.60","","","","","0","",""
"8261811","Sorcery Contested Realm","Arthurian Legends","Shellycoat (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"8261812","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress","","","Ordinary","Near Mint","0.07","","1.3300","0.0200","","0","",""
"8261813","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress","","","Ordinary","Lightly Played","","","1.3400","0.0300","","0","",""
"8261814","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress","","","Ordinary","Moderately Played","","","","","","0","",""
"8261815","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress","","","Ordinary","Heavily Played","","","","","","0","",""
"8261816","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress","","","Ordinary","Damaged","","","","","","0","",""
"8261817","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress (Foil)","","","Ordinary","Near Mint Foil","1.34","","2.5800","1.2700","","0","",""
"8261818","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress (Foil)","","","Ordinary","Lightly Played Foil","1.15","","","","","0","",""
"8261819","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"8261820","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"8261821","Sorcery Contested Realm","Arthurian Legends","Sherwood Huntress (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"8261822","Sorcery Contested Realm","Arthurian Legends","Siege Giant","","","Exceptional","Near Mint","0.14","","1.4000","0.0900","","0","",""
"8261823","Sorcery Contested Realm","Arthurian Legends","Siege Giant","","","Exceptional","Lightly Played","0.18","","1.5400","0.2300","","0","",""
"8261824","Sorcery Contested Realm","Arthurian Legends","Siege Giant","","","Exceptional","Moderately Played","","","","","","0","",""
"8261825","Sorcery Contested Realm","Arthurian Legends","Siege Giant","","","Exceptional","Heavily Played","","","","","","0","",""
"8261826","Sorcery Contested Realm","Arthurian Legends","Siege Giant","","","Exceptional","Damaged","","","","","","0","",""
"8261827","Sorcery Contested Realm","Arthurian Legends","Siege Giant (Foil)","","","Exceptional","Near Mint Foil","1.50","","2.7500","1.4000","","0","",""
"8261828","Sorcery Contested Realm","Arthurian Legends","Siege Giant (Foil)","","","Exceptional","Lightly Played Foil","2.28","","","","","0","",""
"8261829","Sorcery Contested Realm","Arthurian Legends","Siege Giant (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"8261830","Sorcery Contested Realm","Arthurian Legends","Siege Giant (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"8261831","Sorcery Contested Realm","Arthurian Legends","Siege Giant (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"8261832","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine","","","Unique","Near Mint","0.32","","1.4600","0.1500","","0","",""
"8261833","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine","","","Unique","Lightly Played","0.28","","1.5900","0.2800","","0","",""
"8261834","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine","","","Unique","Moderately Played","","","","","","0","",""
"8261835","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine","","","Unique","Heavily Played","","","","","","0","",""
"8261836","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine","","","Unique","Damaged","","","","","","0","",""
"8261837","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine (Foil)","","","Unique","Near Mint Foil","7.91","","8.9900","7.0000","","0","",""
"8261838","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"8261839","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261840","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261841","Sorcery Contested Realm","Arthurian Legends","Sir Agravaine (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261842","Sorcery Contested Realm","Arthurian Legends","Sir Balin","","","Unique","Near Mint","0.24","","1.4600","0.1500","","0","",""
"8261843","Sorcery Contested Realm","Arthurian Legends","Sir Balin","","","Unique","Lightly Played","0.31","","1.6200","0.3100","","0","",""
"8261844","Sorcery Contested Realm","Arthurian Legends","Sir Balin","","","Unique","Moderately Played","","","","","","0","",""
"8261845","Sorcery Contested Realm","Arthurian Legends","Sir Balin","","","Unique","Heavily Played","","","","","","0","",""
"8261846","Sorcery Contested Realm","Arthurian Legends","Sir Balin","","","Unique","Damaged","","","","","","0","",""
"8261847","Sorcery Contested Realm","Arthurian Legends","Sir Balin (Foil)","","","Unique","Near Mint Foil","8.18","","11.2800","11.2800","","0","",""
"8261848","Sorcery Contested Realm","Arthurian Legends","Sir Balin (Foil)","","","Unique","Lightly Played Foil","7.50","","","","","0","",""
"8261849","Sorcery Contested Realm","Arthurian Legends","Sir Balin (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261850","Sorcery Contested Realm","Arthurian Legends","Sir Balin (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261851","Sorcery Contested Realm","Arthurian Legends","Sir Balin (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261852","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere","","","Unique","Near Mint","0.20","","1.4100","0.1000","","0","",""
"8261853","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere","","","Unique","Lightly Played","0.27","","1.5900","0.2800","","0","",""
"8261854","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere","","","Unique","Moderately Played","","","","","","0","",""
"8261855","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere","","","Unique","Heavily Played","","","","","","0","",""
"8261856","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere","","","Unique","Damaged","","","","","","0","",""
"8261857","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere (Foil)","","","Unique","Near Mint Foil","5.45","","8.6500","7.6600","","0","",""
"8261858","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere (Foil)","","","Unique","Lightly Played Foil","4.99","","","","","0","",""
"8261859","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261860","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261861","Sorcery Contested Realm","Arthurian Legends","Sir Bedivere (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261862","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger","","","Unique","Near Mint","0.29","","1.5000","0.1900","","0","",""
"8261863","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger","","","Unique","Lightly Played","0.25","","1.5900","0.2800","","0","",""
"8261864","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger","","","Unique","Moderately Played","","","","","","0","",""
"8261865","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger","","","Unique","Heavily Played","","","","","","0","",""
"8261866","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger","","","Unique","Damaged","","","","","","0","",""
"8261867","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger (Foil)","","","Unique","Near Mint Foil","14.23","","15.5000","15.0000","","0","",""
"8261868","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"8261869","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261870","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261871","Sorcery Contested Realm","Arthurian Legends","Sir Bors the Younger (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261872","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris","","","Unique","Near Mint","0.29","","1.5100","0.2000","","0","",""
"8261873","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris","","","Unique","Lightly Played","0.28","","1.5700","0.2600","","0","",""
"8261874","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris","","","Unique","Moderately Played","","","","","","0","",""
"8261875","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris","","","Unique","Heavily Played","","","","","","0","",""
"8261876","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris","","","Unique","Damaged","","","","","","0","",""
"8261877","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris (Foil)","","","Unique","Near Mint Foil","6.17","","7.2200","6.2300","","0","",""
"8261878","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris (Foil)","","","Unique","Lightly Played Foil","4.50","","","","","0","",""
"8261879","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261880","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261881","Sorcery Contested Realm","Arthurian Legends","Sir Gaheris (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261882","Sorcery Contested Realm","Arthurian Legends","Sir Galahad","","","Unique","Near Mint","13.84","","14.5200","14.5200","","0","",""
"8261883","Sorcery Contested Realm","Arthurian Legends","Sir Galahad","","","Unique","Lightly Played","13.40","","19.1400","13.1500","","0","",""
"8261884","Sorcery Contested Realm","Arthurian Legends","Sir Galahad","","","Unique","Moderately Played","","","","","","0","",""
"8261885","Sorcery Contested Realm","Arthurian Legends","Sir Galahad","","","Unique","Heavily Played","","","","","","0","",""
"8261886","Sorcery Contested Realm","Arthurian Legends","Sir Galahad","","","Unique","Damaged","","","","","","0","",""
"8261887","Sorcery Contested Realm","Arthurian Legends","Sir Galahad (Foil)","","","Unique","Near Mint Foil","72.35","","69.9900","69.9900","","0","",""
"8261888","Sorcery Contested Realm","Arthurian Legends","Sir Galahad (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"8261889","Sorcery Contested Realm","Arthurian Legends","Sir Galahad (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261890","Sorcery Contested Realm","Arthurian Legends","Sir Galahad (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261891","Sorcery Contested Realm","Arthurian Legends","Sir Galahad (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261892","Sorcery Contested Realm","Arthurian Legends","Sir Gareth","","","Unique","Near Mint","3.51","","5.3100","4.0000","","0","",""
"8261893","Sorcery Contested Realm","Arthurian Legends","Sir Gareth","","","Unique","Lightly Played","1.70","","","","","0","",""
"8261894","Sorcery Contested Realm","Arthurian Legends","Sir Gareth","","","Unique","Moderately Played","","","","","","0","",""
"8261895","Sorcery Contested Realm","Arthurian Legends","Sir Gareth","","","Unique","Heavily Played","","","","","","0","",""
"8261896","Sorcery Contested Realm","Arthurian Legends","Sir Gareth","","","Unique","Damaged","","","","","","0","",""
"8261897","Sorcery Contested Realm","Arthurian Legends","Sir Gareth (Foil)","","","Unique","Near Mint Foil","40.58","","36.2200","35.0000","","0","",""
"8261898","Sorcery Contested Realm","Arthurian Legends","Sir Gareth (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"8261899","Sorcery Contested Realm","Arthurian Legends","Sir Gareth (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261900","Sorcery Contested Realm","Arthurian Legends","Sir Gareth (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261901","Sorcery Contested Realm","Arthurian Legends","Sir Gareth (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261902","Sorcery Contested Realm","Arthurian Legends","Sir Gawain","","","Unique","Near Mint","0.29","","1.4100","0.1000","","0","",""
"8261903","Sorcery Contested Realm","Arthurian Legends","Sir Gawain","","","Unique","Lightly Played","0.23","","1.5400","0.2300","","0","",""
"8261904","Sorcery Contested Realm","Arthurian Legends","Sir Gawain","","","Unique","Moderately Played","","","","","","0","",""
"8261905","Sorcery Contested Realm","Arthurian Legends","Sir Gawain","","","Unique","Heavily Played","","","","","","0","",""
"8261906","Sorcery Contested Realm","Arthurian Legends","Sir Gawain","","","Unique","Damaged","","","","","","0","",""
"8261907","Sorcery Contested Realm","Arthurian Legends","Sir Gawain (Foil)","","","Unique","Near Mint Foil","4.95","","6.3100","6.3100","","0","",""
"8261908","Sorcery Contested Realm","Arthurian Legends","Sir Gawain (Foil)","","","Unique","Lightly Played Foil","4.85","","","","","0","",""
"8261909","Sorcery Contested Realm","Arthurian Legends","Sir Gawain (Foil)","","","Unique","Moderately Played Foil","2.00","","","","","0","",""
"8261910","Sorcery Contested Realm","Arthurian Legends","Sir Gawain (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261911","Sorcery Contested Realm","Arthurian Legends","Sir Gawain (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261912","Sorcery Contested Realm","Arthurian Legends","Sir Ironside","","","Unique","Near Mint","0.24","","1.3600","0.0500","","0","",""
"8261913","Sorcery Contested Realm","Arthurian Legends","Sir Ironside","","","Unique","Lightly Played","0.26","","1.5100","0.2000","","0","",""
"8261914","Sorcery Contested Realm","Arthurian Legends","Sir Ironside","","","Unique","Moderately Played","","","","","","0","",""
"8261915","Sorcery Contested Realm","Arthurian Legends","Sir Ironside","","","Unique","Heavily Played","","","","","","0","",""
"8261916","Sorcery Contested Realm","Arthurian Legends","Sir Ironside","","","Unique","Damaged","","","","","","0","",""
"8261917","Sorcery Contested Realm","Arthurian Legends","Sir Ironside (Foil)","","","Unique","Near Mint Foil","4.95","","5.5400","5.5400","","0","",""
"8261918","Sorcery Contested Realm","Arthurian Legends","Sir Ironside (Foil)","","","Unique","Lightly Played Foil","5.47","","8.1000","7.0000","","0","",""
"8261919","Sorcery Contested Realm","Arthurian Legends","Sir Ironside (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261920","Sorcery Contested Realm","Arthurian Legends","Sir Ironside (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261921","Sorcery Contested Realm","Arthurian Legends","Sir Ironside (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261922","Sorcery Contested Realm","Arthurian Legends","Sir Kay","","","Unique","Near Mint","0.32","","1.4400","0.1300","","0","",""
"8261923","Sorcery Contested Realm","Arthurian Legends","Sir Kay","","","Unique","Lightly Played","","","1.5900","0.2800","","0","",""
"8261924","Sorcery Contested Realm","Arthurian Legends","Sir Kay","","","Unique","Moderately Played","","","","","","0","",""
"8261925","Sorcery Contested Realm","Arthurian Legends","Sir Kay","","","Unique","Heavily Played","","","","","","0","",""
"8261926","Sorcery Contested Realm","Arthurian Legends","Sir Kay","","","Unique","Damaged","","","","","","0","",""
"8261927","Sorcery Contested Realm","Arthurian Legends","Sir Kay (Foil)","","","Unique","Near Mint Foil","5.06","","6.0000","6.0000","","0","",""
"8261928","Sorcery Contested Realm","Arthurian Legends","Sir Kay (Foil)","","","Unique","Lightly Played Foil","4.65","","","","","0","",""
"8261929","Sorcery Contested Realm","Arthurian Legends","Sir Kay (Foil)","","","Unique","Moderately Played Foil","3.90","","","","","0","",""
"8261930","Sorcery Contested Realm","Arthurian Legends","Sir Kay (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261931","Sorcery Contested Realm","Arthurian Legends","Sir Kay (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261932","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak","","","Unique","Near Mint","0.31","","1.4400","0.1300","","0","",""
"8261933","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak","","","Unique","Lightly Played","0.35","","1.5900","0.2800","","0","",""
"8261934","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak","","","Unique","Moderately Played","","","","","","0","",""
"8261935","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak","","","Unique","Heavily Played","","","","","","0","",""
"8261936","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak","","","Unique","Damaged","","","","","","0","",""
"8261937","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak (Foil)","","","Unique","Near Mint Foil","9.60","","14.9900","14.9900","","0","",""
"8261938","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak (Foil)","","","Unique","Lightly Played Foil","9.25","","","","","0","",""
"8261939","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261940","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261941","Sorcery Contested Realm","Arthurian Legends","Sir Lamorak (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261942","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot","","","Unique","Near Mint","5.44","","6.2400","4.9300","","0","",""
"8261943","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot","","","Unique","Lightly Played","4.11","","11.1900","5.2000","","0","",""
"8261944","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot","","","Unique","Moderately Played","","","","","","0","",""
"8261945","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot","","","Unique","Heavily Played","","","","","","0","",""
"8261946","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot","","","Unique","Damaged","","","","","","0","",""
"8261947","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot (Foil)","","","Unique","Near Mint Foil","74.95","","61.1800","61.1800","","0","",""
"8261948","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot (Foil)","","","Unique","Lightly Played Foil","","","77.1900","71.2000","","0","",""
"8261949","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261950","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261951","Sorcery Contested Realm","Arthurian Legends","Sir Lancelot (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261952","Sorcery Contested Realm","Arthurian Legends","Sir Mordred","","","Unique","Near Mint","7.05","","7.2300","7.2300","","0","",""
"8261953","Sorcery Contested Realm","Arthurian Legends","Sir Mordred","","","Unique","Lightly Played","4.75","","","","","0","",""
"8261954","Sorcery Contested Realm","Arthurian Legends","Sir Mordred","","","Unique","Moderately Played","","","","","","0","",""
"8261955","Sorcery Contested Realm","Arthurian Legends","Sir Mordred","","","Unique","Heavily Played","","","","","","0","",""
"8261956","Sorcery Contested Realm","Arthurian Legends","Sir Mordred","","","Unique","Damaged","","","","","","0","",""
"8261957","Sorcery Contested Realm","Arthurian Legends","Sir Mordred (Foil)","","","Unique","Near Mint Foil","52.36","","39.6900","39.6900","","0","",""
"8261958","Sorcery Contested Realm","Arthurian Legends","Sir Mordred (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"8261959","Sorcery Contested Realm","Arthurian Legends","Sir Mordred (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261960","Sorcery Contested Realm","Arthurian Legends","Sir Mordred (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261961","Sorcery Contested Realm","Arthurian Legends","Sir Mordred (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261962","Sorcery Contested Realm","Arthurian Legends","Sir Morien","","","Unique","Near Mint","0.38","","1.5100","0.2000","","0","",""
"8261963","Sorcery Contested Realm","Arthurian Legends","Sir Morien","","","Unique","Lightly Played","0.27","","1.5600","0.2500","","0","",""
"8261964","Sorcery Contested Realm","Arthurian Legends","Sir Morien","","","Unique","Moderately Played","","","","","","0","",""
"8261965","Sorcery Contested Realm","Arthurian Legends","Sir Morien","","","Unique","Heavily Played","","","","","","0","",""
"8261966","Sorcery Contested Realm","Arthurian Legends","Sir Morien","","","Unique","Damaged","","","","","","0","",""
"8261967","Sorcery Contested Realm","Arthurian Legends","Sir Morien (Foil)","","","Unique","Near Mint Foil","9.18","","9.1900","9.1900","","0","",""
"8261968","Sorcery Contested Realm","Arthurian Legends","Sir Morien (Foil)","","","Unique","Lightly Played Foil","","","18.9900","17.6800","","0","",""
"8261969","Sorcery Contested Realm","Arthurian Legends","Sir Morien (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261970","Sorcery Contested Realm","Arthurian Legends","Sir Morien (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261971","Sorcery Contested Realm","Arthurian Legends","Sir Morien (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261972","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas","","","Unique","Near Mint","0.31","","1.4600","0.1500","","0","",""
"8261973","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas","","","Unique","Lightly Played","0.26","","1.5900","0.2800","","0","",""
"8261974","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas","","","Unique","Moderately Played","","","","","","0","",""
"8261975","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas","","","Unique","Heavily Played","","","","","","0","",""
"8261976","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas","","","Unique","Damaged","","","","","","0","",""
"8261977","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas (Foil)","","","Unique","Near Mint Foil","8.81","","10.0900","9.1000","","0","",""
"8261978","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas (Foil)","","","Unique","Lightly Played Foil","8.40","","","","","0","",""
"8261979","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261980","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261981","Sorcery Contested Realm","Arthurian Legends","Sir Pelleas (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261982","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore","","","Unique","Near Mint","6.61","","6.8300","6.8300","","0","",""
"8261983","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore","","","Unique","Lightly Played","5.03","","","","","0","",""
"8261984","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore","","","Unique","Moderately Played","","","","","","0","",""
"8261985","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore","","","Unique","Heavily Played","","","","","","0","",""
"8261986","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore","","","Unique","Damaged","","","","","","0","",""
"8261987","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore (Foil)","","","Unique","Near Mint Foil","39.56","","35.9800","35.9800","","0","",""
"8261988","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"8261989","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8261990","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8261991","Sorcery Contested Realm","Arthurian Legends","Sir Pellinore (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8261992","Sorcery Contested Realm","Arthurian Legends","Sir Perceval","","","Unique","Near Mint","0.25","","1.4200","0.1100","","0","",""
"8261993","Sorcery Contested Realm","Arthurian Legends","Sir Perceval","","","Unique","Lightly Played","0.28","","1.5700","0.2600","","0","",""
"8261994","Sorcery Contested Realm","Arthurian Legends","Sir Perceval","","","Unique","Moderately Played","","","","","","0","",""
"8261995","Sorcery Contested Realm","Arthurian Legends","Sir Perceval","","","Unique","Heavily Played","","","","","","0","",""
"8261996","Sorcery Contested Realm","Arthurian Legends","Sir Perceval","","","Unique","Damaged","","","","","","0","",""
"8261997","Sorcery Contested Realm","Arthurian Legends","Sir Perceval (Foil)","","","Unique","Near Mint Foil","7.10","","8.9900","8.9900","","0","",""
"8261998","Sorcery Contested Realm","Arthurian Legends","Sir Perceval (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"8261999","Sorcery Contested Realm","Arthurian Legends","Sir Perceval (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8262000","Sorcery Contested Realm","Arthurian Legends","Sir Perceval (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8262001","Sorcery Contested Realm","Arthurian Legends","Sir Perceval (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8262002","Sorcery Contested Realm","Arthurian Legends","Sir Priamus","","","Unique","Near Mint","0.45","","1.4700","0.1600","","0","",""
"8262003","Sorcery Contested Realm","Arthurian Legends","Sir Priamus","","","Unique","Lightly Played","0.24","","1.5900","0.2800","","0","",""
"8262004","Sorcery Contested Realm","Arthurian Legends","Sir Priamus","","","Unique","Moderately Played","","","","","","0","",""
"8262005","Sorcery Contested Realm","Arthurian Legends","Sir Priamus","","","Unique","Heavily Played","","","","","","0","",""
"8262006","Sorcery Contested Realm","Arthurian Legends","Sir Priamus","","","Unique","Damaged","","","","","","0","",""
"8262007","Sorcery Contested Realm","Arthurian Legends","Sir Priamus (Foil)","","","Unique","Near Mint Foil","5.50","","11.0300","11.0300","","0","",""
"8262008","Sorcery Contested Realm","Arthurian Legends","Sir Priamus (Foil)","","","Unique","Lightly Played Foil","4.55","","","","","0","",""
"8262009","Sorcery Contested Realm","Arthurian Legends","Sir Priamus (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"8262010","Sorcery Contested Realm","Arthurian Legends","Sir Priamus (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"8262011","Sorcery Contested Realm","Arthurian Legends","Sir Priamus (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"8262012","Sorcery Contested Realm","Arthurian Legends","Sir Tom Thumb","","","Unique","Near Mint","0.34","","1.5000","0.1900","","0","",""
"8262013","Sorcery Contested Realm","Arthurian Legends","Sir Tom Thumb","","","Unique","Lightly Played","0.23","","1.5400","0.2300","","0","",""
